Name,Age,mlbID,Lev,Tm,Age,G,GS,W,SV,IP,H,ER,BB,SO,HR,ERA,WHIP,BF,SO/W,SB,PO,team_abbr
Ken Waldichuk,28,686610,"Maj-AL,Maj-NL","Oakland,Washington",28,39,22,4.0,1.0,148.2,156,90,76,139,28,5.45,1.561,673,1.83,7,4,
Hurston Waldrep,23,694462,Maj-NL,Atlanta,23,12,11,6.0,,63.1,54,31,30,58,6,4.41,1.326,265,1.93,8,1,ATL
Matt Waldron,28,663362,Maj-NL,San Diego,28,36,33,8.0,,192.2,190,104,58,167,31,4.86,1.287,823,2.88,26,2,
Josh Walker,30,677020,"Maj-AL,Maj-NL","New York,Toronto",30,27,0,,,27.1,33,20,14,31,3,6.59,1.72,128,2.21,3,0,
Ryan Walker,30,676254,Maj-NL,San Francisco,30,198,14,20.0,29.0,207.0,174,69,63,242,18,3.0,1.145,856,3.84,13,4,SF
Taijuan Walker,33,592836,Maj-NL,Philadelphia,33,88,70,24.0,1.0,395.1,417,219,158,295,69,4.99,1.454,1728,1.87,31,17,PHI
Matt Wallner,26,670242,Maj-AL,Minnesota,26,1,0,,,1.1,2,0,0,0,0,0.0,1.5,6,,0,0,MIN
Blake Walston,23,686796,Maj-NL,Arizona,23,7,2,1.0,,18.1,16,9,10,18,4,4.42,1.418,83,1.8,0,0,ARI
Brandon Walter,28,687888,Maj-AL,"Boston,Houston",28,18,9,1.0,1.0,76.2,78,36,11,68,13,4.23,1.161,318,6.18,4,1,
Andrew Walters,24,689958,Maj-AL,Cleveland,24,15,1,1.0,,13.0,4,3,7,12,1,2.08,0.846,50,1.71,1,0,CLE
Donovan Walton,30,622268,Maj-NL,San Francisco,30,1,0,,,1.0,2,0,0,0,0,0.0,2.0,5,,0,0,SF
Andrew Wantz,28,681806,Maj-AL,Los Angeles,28,28,3,2.0,,40.2,29,18,16,36,5,3.98,1.107,166,2.25,1,0,LAA
Thaddeus Ward,26,663658,Maj-NL,Washington,26,26,0,,,35.1,29,25,28,30,7,6.37,1.613,160,1.07,2,1,WSN
Austin Warren,29,681810,"Maj-AL,Maj-NL","Los Angeles,New York,San Francisco",29,13,0,2.0,,21.2,16,4,9,18,3,1.66,1.154,82,2.0,0,0,
Will Warren,27,701542,Maj-AL,New York,27,43,41,10.0,,204.1,212,117,81,218,33,5.15,1.434,906,2.69,8,2,NYY
Spenser Watkins,30,657093,Maj-AL,Oakland,30,1,1,,,4.1,7,5,2,4,2,10.38,2.077,21,2.0,0,0,OAK
Ryan Watson,28,670245,Maj-AL,Boston,28,6,0,,,8.0,6,3,6,4,0,3.38,1.5,37,0.67,0,0,BOS
Ryan Weathers,26,677960,"Maj-AL,Maj-NL","Miami,New York,San Diego",26,42,39,8.0,,198.2,200,99,70,178,30,4.48,1.359,858,2.54,12,6,
Luke Weaver,32,596133,"Maj-AL,Maj-NL","Cincinnati,New York,Seattle",32,177,25,16.0,16.0,294.2,271,155,93,304,52,4.73,1.235,1249,3.27,6,3,
Jacob Webb,32,657097,"Maj-AL,Maj-NL","Baltimore,Chicago,Los Angeles,Texas",32,178,0,8.0,4.0,184.2,136,68,83,182,24,3.31,1.186,775,2.19,15,1,
Logan Webb,29,657277,Maj-NL,San Francisco,29,103,103,40.0,,645.2,633,241,134,599,44,3.36,1.188,2628,4.47,54,5,SF
Ryan Weber,32,543901,Maj-AL,New York,32,8,0,1.0,1.0,14.1,17,5,1,7,2,3.14,1.256,60,7.0,3,0,NYY
Jordan Weems,32,607179,"Maj-AL,Maj-NL","Houston,Washington",32,96,0,6.0,,100.2,96,60,55,95,16,5.36,1.5,451,1.73,10,1,
Ryan Weiss,29,680802,Maj-AL,Houston,29,5,0,,,11.0,17,9,6,15,3,7.36,2.091,56,2.5,0,0,HOU
Zack Weiss,31,592848,Maj-AL,"Boston,Los Angeles",31,12,0,1.0,,14.0,9,5,6,15,4,3.21,1.071,58,2.5,0,0,
Greg Weissert,31,669711,Maj-AL,"Boston,New York",31,160,0,10.0,5.0,158.2,149,57,52,148,19,3.23,1.267,663,2.85,16,1,
Tyler Wells,31,669330,Maj-AL,Baltimore,31,41,27,9.0,1.0,166.2,126,68,43,160,32,3.67,1.014,664,3.72,7,4,BAL
Joey Wentz,27,666214,"Maj-AL,Maj-NL","Atlanta,Detroit,Minnesota,Pittsburgh",27,110,33,9.0,1.0,271.0,307,177,123,263,44,5.88,1.587,1238,2.14,45,5,
Hayden Wesneski,27,669713,"Maj-AL,Maj-NL","Chicago,Houston",27,68,24,7.0,,189.0,167,91,59,179,39,4.33,1.196,793,3.03,7,0,
Zack Wheeler,35,554430,Maj-NL,Philadelphia,35,94,93,42.0,,576.1,432,185,131,675,62,2.89,0.977,2288,5.15,16,2,PHI
Carson Whisenhunt,24,687931,Maj-NL,San Francisco,24,5,5,2.0,,23.1,22,13,12,16,6,5.01,1.457,102,1.33,2,0,SF
Brendan White,24,686839,Maj-AL,Detroit,24,33,2,2.0,,40.2,40,23,15,44,4,5.09,1.352,177,2.93,8,1,DET
Mitch White,29,669952,"Maj-AL,Maj-NL","Milwaukee,San Francisco,Toronto",29,23,0,1.0,,36.1,41,29,20,26,6,7.18,1.679,170,1.3,3,0,
Owen White,25,669391,Maj-AL,"Chicago,Texas",25,8,0,,,14.0,28,20,6,10,4,12.86,2.429,72,1.67,1,2,
Forrest Whitley,27,666215,Maj-AL,"Houston,Tampa Bay",27,13,0,,,15.1,24,18,11,17,3,10.57,2.283,86,1.55,3,1,
Garrett Whitlock,30,676477,Maj-AL,Boston,30,95,14,13.0,2.0,169.2,157,66,50,192,17,3.5,1.22,708,3.84,17,2,BOS
Jordan Wicks,25,696136,Maj-NL,Chicago,25,26,17,6.0,1.0,95.0,112,55,32,79,16,5.21,1.516,426,2.47,7,1,CHC
Cole Wilcox,26,677961,Maj-AL,"Seattle,Tampa Bay",26,5,0,,,5.2,9,6,4,7,1,9.53,2.294,33,1.75,2,0,
Nathan Wiles,26,686249,Maj-NL,Atlanta,26,1,0,,,1.0,4,3,0,1,0,27.0,4.0,7,,0,0,ATL
Devin Williams,31,642207,"Maj-AL,Maj-NL","Milwaukee,New York",31,162,0,14.0,71.0,153.2,93,52,72,228,11,3.05,1.074,630,3.17,27,0,
Gavin Williams,26,668909,Maj-AL,Cleveland,26,68,68,19.0,,351.2,281,135,167,370,42,3.45,1.274,1482,2.22,19,7,CLE
Luke Williams,28,663897,Maj-NL,"Atlanta,Los Angeles",28,10,0,,,11.0,11,4,2,4,1,3.27,1.182,47,2.0,0,0,
Trevor Williams,33,592866,Maj-NL,Washington,33,60,60,15.0,,293.2,335,161,92,235,48,4.93,1.454,1292,2.55,20,1,WSN
Brandon Williamson,28,682227,Maj-NL,Cincinnati,28,30,29,6.0,,146.2,133,73,53,120,25,4.48,1.268,617,2.26,2,3,CIN
Amos Willingham,25,686294,Maj-NL,Washington,25,19,0,,,25.1,37,20,9,16,9,7.11,1.816,121,1.78,2,0,WSN
Bryse Wilson,27,669060,"Maj-AL,Maj-NL","Chicago,Milwaukee",27,108,14,11.0,3.0,229.0,229,104,72,171,40,4.09,1.314,981,2.38,20,5,
Justin Wilson,37,458677,"Maj-AL,Maj-NL","Boston,Cincinnati",37,122,0,5.0,2.0,96.2,103,47,33,108,13,4.38,1.407,421,3.27,11,5,
Steven Wilson,30,621051,"Maj-AL,Maj-NL","Chicago,San Diego",30,150,0,4.0,2.0,142.0,112,66,75,140,22,4.18,1.317,618,1.87,13,0,
Weston Wilson,30,642215,Maj-NL,Philadelphia,30,3,0,,,4.0,4,0,0,0,0,0.0,1.0,16,,0,0,PHI
Will Wilson,26,669717,Maj-AL,Cleveland,26,1,0,,,2.0,2,2,0,0,1,9.0,1.0,8,,0,0,CLE
Allan Winans,29,642216,"Maj-AL,Maj-NL","Atlanta,New York",29,11,9,1.0,,49.1,64,41,15,44,10,7.48,1.601,228,2.93,2,0,
Josh Winckowski,27,670174,Maj-AL,Boston,27,104,7,8.0,5.0,170.0,180,67,62,150,19,3.55,1.424,747,2.42,8,1,BOS
Josh Winder,27,680739,Maj-AL,Minnesota,27,23,0,2.0,1.0,43.2,42,19,15,38,3,3.92,1.305,185,2.53,4,1,MIN
Trey Wingenter,30,622259,"Maj-AL,Maj-NL","Boston,Chicago,Detroit",30,24,0,1.0,,25.1,29,20,11,28,4,7.11,1.579,118,2.55,3,0,
Cole Winn,26,668390,Maj-AL,Texas,26,53,0,1.0,1.0,65.1,46,22,23,55,5,3.03,1.056,265,2.39,3,0,TEX
Keaton Winn,28,676775,Maj-NL,San Francisco,28,35,17,4.0,1.0,114.0,108,74,32,99,16,5.84,1.228,477,3.09,12,1,SF
Patrick Wisdom,32,621550,Maj-NL,Chicago,32,1,0,,,0.1,1,0,1,0,0,0.0,6.0,3,0.0,0,0,CHC
Brett Wisely,24,689172,Maj-NL,San Francisco,24,1,0,,,1.0,1,1,0,0,1,9.0,1.0,4,,0,0,SF
Nick Wittgren,32,621295,Maj-AL,Kansas City,32,27,0,1.0,,29.0,30,16,11,18,2,4.97,1.414,128,1.64,1,0,KC
Jackson Wolf,24,680232,Maj-NL,San Diego,24,1,1,1.0,,5.0,6,3,1,1,0,5.4,1.4,22,1.0,0,0,
Grant Wolfram,29,664991,Maj-AL,Baltimore,29,27,0,4.0,,32.2,41,18,15,41,2,4.96,1.714,158,2.73,2,1,BAL
Jake Wong,26,673858,Maj-NL,Cincinnati,26,1,0,,,3.0,6,3,3,0,0,9.0,3.0,15,0.0,0,0,CIN
Bryan Woo,26,693433,Maj-AL,Seattle,26,75,73,28.0,,418.0,322,147,87,411,53,3.17,0.978,1662,4.72,16,1,SEA
Alex Wood,33,622072,"Maj-AL,Maj-NL","Oakland,San Francisco",33,38,21,6.0,,137.0,149,70,61,107,15,4.6,1.533,615,1.75,7,2,
Jake Woodford,29,663765,"Maj-AL,Maj-NL","Arizona,Chicago,Milwaukee,Pittsburgh,St. Louis",29,50,15,3.0,3.0,125.1,160,93,46,83,21,6.68,1.644,585,1.8,7,1,
Brandon Woodruff,33,605540,Maj-NL,Milwaukee,33,25,25,13.0,,142.1,97,47,31,167,20,2.97,0.899,556,5.39,11,0,MIL
Simeon Woods Richardson,25,680573,Maj-AL,Minnesota,25,55,53,12.0,,265.1,244,125,101,237,37,4.24,1.3,1129,2.35,20,5,MIN
Kyle Wright,27,657140,Maj-NL,Atlanta,27,9,7,1.0,,31.0,40,24,17,34,5,6.97,1.839,155,2.0,2,0,ATL
Justin Wrobleski,25,680736,Maj-NL,Los Angeles,25,38,9,7.0,3.0,117.0,109,59,38,112,15,4.54,1.256,492,2.95,9,1,LAD
Randy Wynne,32,691094,Maj-NL,Cincinnati,32,2,0,,1.0,5.1,6,2,2,3,1,3.38,1.5,24,1.5,0,0,CIN
Jimmy Yacabonis,31,642231,Maj-NL,New York,31,7,0,2.0,,13.2,14,10,6,11,2,6.59,1.463,62,1.83,1,0,NYM
Yoshinobu Yamamoto,27,808967,Maj-NL,Los Angeles,27,61,60,28.0,,337.2,240,97,95,368,28,2.59,0.992,1337,3.87,12,0,LAD
Ryan Yarbrough,34,642232,"Maj-AL,Maj-NL","Kansas City,Los Angeles,New York,Toronto",34,90,17,16.0,4.0,253.2,224,111,66,186,37,3.94,1.143,1043,2.82,25,8,
Mike Yastrzemski,34,573262,Maj-NL,San Francisco,34,2,0,,,2.0,4,4,4,0,0,18.0,4.0,15,0.0,0,0,SF
Kirby Yates,38,489446,"Maj-AL,Maj-NL","Atlanta,Los Angeles,Texas",38,173,0,18.0,41.0,164.1,97,54,83,219,21,2.96,1.095,674,2.64,28,5,
Trey Yesavage,21,702056,Maj-AL,Toronto,21,9,8,4.0,,41.2,31,16,18,55,4,3.46,1.176,171,3.06,1,0,TOR
Craig Yoho,25,684974,Maj-NL,Milwaukee,25,8,0,,,8.2,8,7,9,7,1,7.27,1.962,41,0.78,0,0,MIL
Alex Young,30,622065,Maj-NL,"Cincinnati,New York",30,79,0,4.0,1.0,67.2,68,28,26,64,12,3.72,1.389,298,2.46,5,1,
Brandon Young,27,687064,Maj-AL,Baltimore,27,13,13,2.0,,62.2,69,40,24,49,12,5.74,1.484,274,2.04,1,1,BAL
Danny Young,31,664849,Maj-NL,"Atlanta,New York",31,62,0,4.0,,58.0,49,27,26,75,3,4.19,1.293,255,2.88,2,0,
Jared Young,29,676724,Maj-NL,New York,29,1,0,,,0.1,1,0,1,0,0,0.0,6.0,3,0.0,0,0,NYM
Rob Zastryzny,33,642239,Maj-NL,"Milwaukee,Pittsburgh",33,55,5,3.0,,49.0,44,18,24,39,4,3.31,1.388,215,1.63,2,1,
Seby Zavala,29,664874,Maj-NL,Arizona,29,1,0,,,0.2,0,0,0,0,0,0.0,0.0,2,,0,0,ARI
Ryan Zeferjahn,28,666171,Maj-AL,Los Angeles,28,79,1,7.0,2.0,82.1,61,39,45,102,12,4.26,1.287,357,2.27,9,0,LAA
Angel Zerpa,26,672582,"Maj-AL,Maj-NL","Kansas City,Milwaukee",26,155,5,12.0,1.0,172.1,180,79,55,151,21,4.13,1.364,739,2.75,5,6,
Bruce Zimmermann,30,669145,"Maj-AL,Maj-NL","Baltimore,Milwaukee",30,8,1,2.0,,19.1,24,12,2,15,5,5.59,1.345,89,7.5,0,0,
Tyler Zuber,30,676604,"Maj-AL,Maj-NL","Miami,New York,Tampa Bay",30,12,0,,,15.1,20,16,8,18,4,9.39,1.826,74,2.25,3,0,
Yosver Zulueta,27,691172,Maj-NL,Cincinnati,27,19,0,1.0,,23.2,20,14,11,25,3,5.32,1.31,101,2.27,2,0,CIN
Guillo Zu\xc3\xb1iga,25,670871,"Maj-AL,Maj-NL","Los Angeles,St. Louis",25,17,0,,2.0,19.2,18,11,8,16,5,5.03,1.322,84,2.0,2,0,
